Wave	Flux
4337.099613	20.13490754
4337.873988	20.099577
4338.648363	31.24395111
4339.422738	30.44995566
4340.197114	21.82750304
4340.971489	14.3180173
4341.745864	19.06863732
4342.520239	30.05853114
4343.294615	30.61158543
4344.06899	26.95487537
4344.843365	26.39429838
4345.61774	24.4129692
4346.392115	22.64657993
4347.166491	21.37335044
4347.940866	20.51601678
4348.715241	12.94336488
4349.489616	18.70797334
4350.263992	23.71822219
4351.038367	31.30354782
4351.812742	26.06531872
4352.587117	21.24044171
4353.361492	20.83293416
4354.135868	21.6188947
4354.910243	21.76158535
4355.684618	20.18969866
4356.458993	16.02952149
4357.233369	28.41134058
4358.007744	19.65023264
4358.782119	27.96242106
4359.556494	19.06803381
4360.330869	18.39532024
4361.105245	22.70679073
4361.87962	24.50917891
4362.653995	21.28715425
4363.42837	20.52234173
4364.202746	18.9669894
4364.977121	19.16043187
4365.751496	18.16267205
4366.525871	20.48103167
4367.300246	17.94428843
4368.074622	19.67508115
4368.848997	21.2515696
4369.623372	17.78849657
4370.397747	20.25580164
4371.172122	22.41649666
4371.946498	19.16633595
4372.720873	18.82059696
4373.495248	19.20018683
4374.269623	18.77220623
4375.043999	22.90302445
4375.818374	21.54443786
4376.592749	13.95599674
4377.367124	20.1189992
4378.141499	25.05465489
4378.915875	27.67154995
4379.69025	23.31894939
4380.464625	30.21856743
4381.239	17.15387699
4382.013376	24.48717458
4382.787751	24.29087999
4383.562126	21.78425406
4384.336501	17.58270727
4385.110876	27.42973528
4385.885252	20.8415686
4386.659627	20.99295986
4387.434002	16.5076385
4388.208377	18.53001304
4388.982753	19.07297969
4389.757128	25.29460609
4390.531503	30.74225614
4391.305878	29.22357636
4392.080253	20.73165019
4392.854629	13.187943
4393.629004	13.71688728
4394.403379	25.53508933
4395.177754	26.96917699
4395.95213	33.70811818
4396.726505	22.6998133
4397.50088	15.97160031
4398.275255	25.27663576
4399.04963	23.94967924
4399.824006	20.40623734
4400.598381	16.16364783
4401.372756	13.65634428
4402.147131	18.57813245
4402.921507	15.88562912
4403.695882	22.68336233
