# log(lambda)       Flambda(Arbitrary units)   
3.3421544898E+00	0.0000000E+00
3.3423338388E+00	0.0000000E+00
3.3424305770E+00	3.2389110E-02
3.3425253201E+00	5.5110964E-02
3.3426220157E+00	1.4381828E-01
3.3427167171E+00	2.1271954E-02
3.3428113781E+00	6.8279009E-02
3.3429080100E+00	4.8319065E-02
3.3430026490E+00	1.1240643E-03
3.3430972674E+00	0.0000000E+00
3.3431938358E+00	0.0000000E+00
3.3432884519E+00	0.0000000E+00
3.3433849778E+00	3.2231947E-02
3.3434795129E+00	0.0000000E+00
3.3435740275E+00	3.6353296E-02
3.3436704702E+00	1.3011651E-01
3.3443352614E+00	1.5844870E-01
3.3444315549E+00	2.4526969E-01
3.3445258626E+00	2.2479612E-01
3.3446201497E+00	1.1395109E-01
3.3447164194E+00	1.0439095E-01
3.3448106652E+00	1.4433632E-01
3.3449068533E+00	0.0000000E+00
3.3450010578E+00	9.8631507E-02
3.3450952222E+00	1.1837633E-01
3.3451913474E+00	6.4110879E-02
3.3452854902E+00	2.7091240E-02
3.3453796126E+00	2.2333205E-01
3.3454756749E+00	1.4968511E-01
3.3455697561E+00	1.5884867E-01
3.3456657763E+00	3.0447319E-01
3.3457597967E+00	2.9575117E-01
3.3458538164E+00	2.5811809E-01
3.3459497738E+00	2.3423973E-01
3.3460437524E+00	4.0712672E-01
3.3461377497E+00	4.3358863E-01
3.3462336445E+00	3.1095983E-01
3.3463275616E+00	2.5104391E-01
3.3464214585E+00	3.1107442E-01
3.3465172906E+00	3.3038815E-01
3.3466111269E+00	2.2127475E-01
3.3467069171E+00	2.7187720E-01
3.3468007320E+00	2.3485040E-01
3.3468945266E+00	2.0798190E-01
3.3469902544E+00	1.9225741E-01
3.3470840081E+00	1.6306805E-01
3.3471777220E+00	1.5572301E-01
3.3472733874E+00	3.0947663E-02
3.3473670800E+00	2.2493294E-01
3.3474607524E+00	1.3469020E-01
3.3475563555E+00	1.7930834E-01
3.3476500261E+00	5.7835173E-02
3.3477455875E+00	2.0024122E-01
3.3478391783E+00	1.9398303E-02
3.3479327490E+00	0.0000000E+00
3.3480282287E+00	1.3632880E-02
3.3481217586E+00	2.4989013E-02
3.3482152684E+00	7.1360699E-02
